title,text,label
"Fundraiser for counterprotester killed at Charlottesville rally nets $225,000","'an online fundraiser for the family of Heather Heyer, who was killed in Charlottesville, Virginia, has raised nearly $225,000. <SEP> the account creator, Felicia Venita Correa, wrote in the account description: ""Heather was murdered while protesting against hate"" the banner image on Heyer’s Facebook page spoke of civic engagement.'",0
Lawmakers call for firing of Trump administration officials who support white supremacy,"' is co-sponsoring legislation with more than 30 members of congress. <SEP> it calls for president to condemn white nationalists, the Ku Klux Klan, and other hate groups. <SEP> the lawmakers are demanding the president fire any officials who support white supremacists.'",0
Tony Dungy donates to help remove Confederate statue in Tampa Bay area,"'former Colts head coach says he and his wife ""are in for $5K"" he tweeted a picture of the front page of the Tampa Bay Times saying Hillsborough would need $140,000 in private funds in the next 30 days. <SEP> there has been a surge in efforts to move or outright destroy statues of Confederate war leaders from Gainesville, Florida to Baltimore, Maryland.'",0
WATCH: Jimmy Fallon passes on monologue to reflect on Charlottesville protests,"'""what happened this weekend in Charlottesville, Virginia was just disgusting,"" he said. <SEP> he added that he was concerned about the effect the news would have on his young daughters.'",0
Beyond horrific': Deadliest mass shooting in modern US history,"'new: ""this kind of stuff cannot happen in America,"" says president obama. <SEP> new: he says he\'ll travel to l.a. on tuesday. <SEP> the gunman is identified as 64-year-old real estate investor. <SEP> he is believed to have killed himself prior to his entry into the casino.'",0
Detroit doctor charged for female genital mutilation to be released on $4.5M bond,'a judge on Tuesday was persuaded to grant bond to Dr. Jumana Nagarwala. <SEP> supporters pledged to pay more than $4 million if she flees the country. <SEP> a 7-year-old girl was brought to the clinic in livonia by her mothers.',0
"Two dead after shooting on White Horse Road, sheriff says","""a man with a gun was chasing a woman near a funeral home, according to the greenville county sheriff's office. <SEP> As the woman ran across white horse road, the man shot her. <SEP> the woman was taken to greenville Memorial Hospital where she was pronounced dead just before 5:30 p.m.""",0
Tomi Lahren Says It's Wrong To Believe Every Sex Assault Claim,"'lahren jumped at the chance to comment on sexual assault claims that have brought down high-profile men in politics and entertainment since the Harvey Weinstein scandal. <SEP> the remarks were sparked by Sen. al Franken’s resignation earlier in the day, after he was accused of misconduct by several women. <SEP> fellow guest contributor Jessica Tarlov could barely get in a word with the interrupting host.'",0
Truck Ad Featuring Ivanka Trump Bashing Roy Moore Trolls Dad's Rally,"""ad featuring a giant photo of Ivanka Trump's face and her cutting comment about Roy Moore was parked across the street from the auditorium. <SEP> 'there’s a special place in hell for those who abuse children,' she said in an ap interview last month. <SEP> one woman said he removed her clothing and groped her when she was just 14. the ads were arranged for Trump’s pensacola rally by american bridge, a liberal group and PAC.""",0
Trump Thinks Bernie Sanders Will Run Against Him ‘In A Wheelchair’ In 2020,""" Sanders's wife Jane in June said that the senator was actively advocating for policies benefiting the working class and that his age wasn’t a factor. <SEP> Sanders, who lost the democratic nomination to Hillary Clinton last year, has started addressing some of his political shortcomings including his lack of foreign policy connections, a sign he may be gearing up for a 2020 bid.""",0
Thurrock Muslims gather to pray for victims of Manchester terror attack,"'a large number of Muslims gathered in grays from around Thurrock to pray for the victims of this vicious attack. <SEP> ""we strongly condemn this coward attack on innocent people. <SEP> We also pay tribute to our emergency services, police, and volunteers who worked tirelessly to save lives.'",0
"CHICAGO: 117 KILLED, 572 SHOT In 71 Days…Obama Terrorist Friend, Bill Ayers, Bernie Sanders, Black Lives Matter Make Violence Against FREE SPEECH Top Priority… Soros Group Openly Threatens Americans","' George Soros Moveon.org group takes responsiblity for Alinsky style violent protests against free speech at Trump rally: Moveon.org shows its support for Socialist, Bernie Sanders. <SEP> sEP> Where are all of these “concerned citizens” (especially the Black Lives Matter terrorists) to protest for a solution for the murder of 117 people in Chicago already this year?'",1
"Difference between revisions of ""Journalism and analysis about voters in the Obama-Obama-Trump Pivot Counties""","""this article is from the ''Chicago Tribune''. <SEP> it is based on interviews with former Obama voters who then voted for Trump in Crawford County, Wisconsin. <SEP> * http://www.politico.com/magazine/story/2017/02/donald-trump-support-popularity-vigo-county-214774 I'm Still All Trumped Up.""",0
4 fictional countries America should invade,"'a 2015 poll revealed that a certain slice of americana supported bombing agrabah. <SEP> a number of fictional countries have attacked the united states and/or its heroes. <SEP> ""rocky and bullwinkle"" is populated entirely by special agents and saboteurs.'",0
"Trump Can’t Get Congress To Repeal Obamacare, So He’s Making Changes That Will Penalize Low-Income Americans Instead","'the new decision will go into effect immediately, the health and human services department announced on Thursday. <SEP> without the subsidies, ""insurance markets could quickly unravel,"" according to the new york times.'",1
The Las Vegas Shooting and the Attack of the Carrion Crows,"' I don’t remember how many people were shot. <SEP> sEP> Far more died in running down an underground passage, trying to get away/to the train station. <SEP> this is why my blood boiled this morning when Hillary Clinton ran her ill-informed, loud mouth about the shooting in Las Vegas.'",1
"A guide to the confusing world of sponsored Facebook posts, which make it hard to distinguish between ads and journalism","'""sponsored"" posts on facebook can be classified as ""advertorials"" or ""sponsored content"" if an article has a little ""sponsored,"" that\'s a red flag. <SEP> if a publisher pays to promote an editorial article, it\'s an ad. <SEP> when an article is sponsored, the article itself isn\'t a sponsored post.'",0
How Bruce Rauner is trying to cripple the Democratic Party,"""john avlon: if he loses reelection, he's in a perfect position to destroy unions. <SEP> he says it's a cruel irony on many levels: unions will have to scramble to keep up funding. <SEP> the u.s. is a great place to start, but if you're a conservative, you'll be a liar.""",1
What is a 'dotard'?,"'a dotard is someone who has entered his or her dotage, according to Merriam-Webster. <SEP> a ""dotard"" is ""a state or period of senile decay marked by decline of mental poise and alertness"" a frightened dog barks louder.'",0
North Korea launched a ballistic missile in the wake of economic sanctions,"'analysts say missiles could reach Los Angeles, new york or Chicago. <SEP> the launch occurred one day after congress approved economic sanctions against North Korea.'",0
Donald Trump said the USS Gerald Ford will make America's enemies 'shake with fear',"""the $12.9 billion aircraft carrier will join the navy in 2015. the ship's sponsor, the daughter of the 38th president, spoke. <SEP> construction on the ship started in 2009 and was to be completed by September 2015 at a cost of $10.5 billion.""",0
"Trump called his attorney general, Jeff Sessions, 'beleaguered' on Twitter","'president tweets that ""democrats should blame ourselves, not Russia"" he says he wouldn\'t have hired attorney general if he knew he would recuse himself.'",0
"92% of US Muslims are proud to be American, though most see 'a lot' of discrimination","'92 percent of Muslims in the u.s. are proud to be American, even though 75 percent believe it has become harder to be Muslim in the U.S. in recent years. <SEP> nearly 48 percent have experienced some type of discrimination.'",0
Jeff Sessions announced new conditions for sanctuary cities to receive federal funds,'the rules require local governments to alert the department of homeland security. <SEP> they must also allow agents to enter local jails and interview inmates. <SEP> Sessions has been a fierce advocate for cracking down on illegal immigration.',0
John McCain's 'no' on health care sent shock waves throughout the Senate,"'senators voted 49-51 shortly before 2:00 a.m. friday morning. <SEP> Sen. John McCain (R-Arizona) cast a surprise ""no"" vote. <SEP> the bill, titled the health care freedom act, would have repealed the individual insurance mandate.'",0
Facebook users got angry after they mistook empty bus seats for women in burqas,'a photo of empty bus seats caused a heated debate on facebook. <SEP> people thought they saw six women in burqas. <SEP> the user who posted the photo wanted to show people the dangers of jumping to conclusions.',0
Firefighters extinguished the blaze that hit Dubai's Torch Tower,"""a fire broke out at the 86-story building in the middle of the night on friday. <SEP> no injuries have been reported, but a few people were treated for smoke inhalation. <SEP> the cause of the fire wasn't immediately known, but, in the past, infernos in Dubai have been linked with highly flammable building cladding. <SEP> Footage of the conflagration circulating on social media shows firefighters frantically trying to stop it from spreading.""",0
Venezuela's constitutional assembly ousted its chief prosecutor,'the assembly removes the top prosecutor from her post. <SEP> the move signals that the embattled government is making swift moves to consolidate power. <SEP> delegates say they were acting in response to a ruling by the government-attacked Supreme Court.',0
The Daily Stormer switched to Google after GoDaddy gave it '24 hours to move the domain',"'a goDaddy spokesman told the new york daily news that the Daily Stormer violated its terms of service by posting a blog deriding a woman killed in Charlottesville, virginia, on Saturday. <SEP> Daily stormer founder Andrew Anglin on Sunday posted an article characterizing Heyer as “fat” and “childless” some twitter users on the social media platform criticized GoDaddy for hosting the daily stormer for as long as it did before Monday’s announcement.'",0
North Carolina authorities arrested the protester they say helped topple a Confederate statue,"'a bronze statue of a confederate soldier was toppled in Durham, north carolina. <SEP> a woman has been arrested and charged with tearing down the statue. <SEP> the statue is a memorial to a soldier who served in the u.s. <SEP> army.'",0
An FBI agent was injured when a flash grenade exploded in Manhattan,'flash grenade detonated in a parking garage in new york city. <SEP> one person was taken to Bellevue hospital to receive treatment for burns on his hand.',0
Three House Democrats introduced a resolution to censure Trump over Charlottesville,"'the measure was introduced by reps. Bonnie Watson Coleman (NJ), Jerry Nadler (NY) and Pramila Jayapal (WA). <SEP> it calls for Trump’s censure over his “inadequate response to the violence in Charlottesville, Virginia.'",0
Homeland Security is in contact with European allies regarding terror attack in Barcelona,"'a van slammed its way through crowds of people in a busy tourist area in Barcelona. <SEP> at least 13 people were killed and more than 80 injured in the attack. <SEP> acting secretary of homeland security Elaine Duke has been briefed on the situation. <SEP> ""such acts of violence only harden our resolve to fight back against violent extremists,"" she says.'",0
Secret Service: Package cleared near White House,"'a package near the north fence of the white house was cleared by the secret service and the metropolitan police. <SEP> The president is reportedly heading to a campaign-style rally in. <SEP> Phoenix late Tuesday, an event which is also expected to draw major protests.'",0
Texas coastal residents urged to leave as Harvey wind speeds rise to 125 mph,"'forecasters say millions of people could be swamped as the storm moves through counties inland. <SEP> the hurricane is forecast to become a Category 3 hurricane with sustained winds of 80 mph. <SEP> a hurricane warning was issued for the Texas coast early Thursday, blanketing an area from Port Mansfield to Matagorda.'",0
Radical Islamic Ideology – A Plague Against Humanity,'sharia is the legal and political foundation for jihad and global rule. <SEP> radicals have advanced their plan for global dominance to phase four.',1
New documents reveal FBI's Clinton cover-up,"'a frantic scramble erupted in the halls of the FBI to cover up this meeting. <SEP> the agency supposedly found about 30 pages of information, which it needed six weeks to review. <SEP> if not for our knowledge, the FBI. <SEP> ""reopened"" our FOIA request.'",1
"Iran, Operating From Syria, Will Destroy Europe and North America","""a new wave of millions of Syrian Sunnis are fleeing to the west to escape the Shiite takeover of the country. <SEP> 'i predict a chain reaction increasing the number of refugees and pulling Europe down to a point of no return,' says ayatollah.""",1
Donald Trump: Knife crime turns London hospital into ‘war zone’,"'he defended the use of guns in America by comparing a hospital in the capital to a military war zone because of knife crime. <SEP> at least 38 people in London have lost their lives to knife crime so far this year, the met confirmed. <SEP> he also argued that the Paris terror attack could have been prevented if more people were armed.'",0
CNN Commentator: Trump Thinks 'He Is a Slave Master of Black People',"""cnn commentator says he sees an anti-afro-american trend. <SEP> he says the president is encouraging white supremacists. <SEP> but he adds that it's about fanning the flames of racial hatred.""",1
WATCH: This Man Tells The Truth! Exposes politicians creating opportunities for violence,"'watch this video posted on facebook by Will Johnson, a common sense conservative, who intends to be a part of a free speech rally this weekend in San Francisco. <SEP> as he states it is intended to be pro Trump rally, however it is clearly being painted by politicians and the media as a white supremacist rally with a call for the presence of Antifa.'",1
Sons of American Legion present new American flag to Globe Library,"'Sons of the American Legion recently retired a torn and tattered American flag. <SEP> presenting a new one to Adrea Ricke, Globe Public Library Manager.'",0
Gay Activists: Be Tolerant. Or We Will Destroy You!,"'john avlon: if we are about intimidating the free speech of others, we are no better than the anti-gay bullies who came before us. <SEP> he says the whole episode disgusts me – as it should disgust anyone interested in a tolerant and diverse society.'",1
"Roger Goodell: NFL wants all players to stand for anthem, won't make them","""the league wants its players to stand for the national anthem. <SEP> but it appears there will be no rule passed to force that issue. <SEP> seven players alone took a knee for last Sunday's national chant. <SEP> the best outcome for the league would be for the players to stop protesting without the league making a rule change.""",0
Trump Insists He Never Fired Ex-FBI Director Comey Because of Russia,"""'not that it matters but I never fired James Comey because of Russia,' he said.""",0
"On The Morning After A Huge Result, The Daily Record Manufactures An Anti-Celtic Story.","'the Daily Record has yet another story linking Celtic fans to extremism, and this one is as bent looking as it is possible to be. <SEP> a “Celtic fan” sent a bomb threat to Ibrox with an ISIS twist. <SEP> this “person” joined twitter in July this year.'",0
WATCH: Students trash Trump (not knowing Obama did the same thing!),"'students at the university of California, Santa Barbara were hopping mad over the plan to increase border security. <SEP> when that fact is dropped on them, it leaves the liberals stunned into silence. <SEP> the very act they’re livid over — the actions they blame on Trump — are the same exact moves made by former president Barack Obama, the hero of the young leftists.'",1
T-Boz Seeks Justice After Cops Shoot Mentally Challenged Cousin 18 Times… #BlackLivesMatter,"""'tboz' watkins recently revealed that her cousin, 25-year-old Eddie Russell, Jr., was shot multiple times and killed by police in peoria, illinois. <SEP> the department is investigating the fatal shooting, however T-Boz and her family are disputing the officer's account of what happened.""",0
"Bernice Burgos Addresses T.I. ‘Relationship,’ Plastic Surgery & More on The Breakfast Club… (FULL VIDEO)","""the alleged'side chick' in T.I. <SEP> and Tiny's marriage, hit the breakfast club this morning to discuss all the drama.""",0
Days of Our Lives Spoilers,"' Find late-breaking days of our lives news, and who is coming and going at Days of our Lives.'",0
Scientific Evidence That Left-Handed People Are Exceptional,"'there are some serious perks to being a leftie, including a higher likelihood of excelling at sports and better problem-solving skills. <SEP> famous lefties include Albert Einstein, Ludwig van Beethoven, Pablo Picasso, Paul McCartney, Julia Roberts, Angelina Jolie and Jean-Paul Gaultier.'",0
Much Ado about Pickles,"'Obtain Quest: Talk to the hooded old man near the bridge again and this time he’ll complain about Captain Mohawk stealing his pickles. <SEP> During the cutscene with the mayor, you are presented a choice to stop the old man, kill him, or do nothing.'",0
Chappaqua's Hillary Clinton Will Speak At Business Council Annual Dinner,"""the Chappaqua resident will be presented the westchester Global Leadership Laureate Award on Monday, Nov. 20 at the Business Council's annual fall dinner at the Hilton Westchester in Rye Brook.""",0
Notre Dame Students Walk Out During Mike Pence's Commencement Speech,"'one student sported a rainbow cape, while a number of others who walked out bore rainbow flags on their graduation caps. <SEP> the vice president criticized what he called campus ""safe spaces"" and urged students not to suppress free speech.'",0
Guess What? Latinos Are Often Guilty Of Perpetuating White Supremacy And We Don’t Even Notice It,"""neo-nazis, white nationalists and anti-black protesters clashed in Charlottesville. <SEP> john avlon: if we don't address it within our own community, we can't expect it to resolve itself.""",1
[Graphic 18+] Scores of dead ISIS terrorists litter streets of Al-Mayadeen – video,'the battle for Al-Mayadeen proved to be a decisive victory for the Syrian Arab Army (SAA) and their allies. <SEP> they were able to successfully uproot the so-called Islamic State (ISIS) from this large city in the Deir Ezzor Governorate.',0
"Jason Aldean, Jake Owen, more celebs react to the 'beyond horrific' shooting in Las Vegas","""more than 50 people have been killed and more than 200 injured in a deadly shooting. <SEP> celebrities are taking to social media to express their grief. <SEP> 'this is absolutely horrific and devastating,' one tweeted.""",0
The Queen sends a message of condolence to Donald Trump following Las Vegas shootings,"'the queen has sent a message of condolence to the President of the United States of America following a shooting on Sunday evening. <SEP> at least 58 people were killed, and over 500 others were injured. <SEP> the incident is now the worst mass shooting in recent american history. <SEP> it is said to have been perpetrated by a 64-year-old man named as Stephen Paddock.'",0
U.S. tip-off helped Russia thwart 'major' terrorist plot: White House,'u.s. <SEP> intelligence agencies provided advanced warning to Russia about a major terrorist plot in St. <SEP> Petersburg.',0
A Michigan woman who chose her baby over chemotherapy has died,"'""i\'ll see you in Heaven,"" was among the last things he said to his wife. <SEP> carrie DeKlyen gave birth to the couple\'s sixth child, Life Lynn. <SEP> the little girl was born prematurely and weighs 1 pound, four ounces.'",0
Oakland A's catcher Bruce Maxwell first MLB player to kneel during national anthem,"""baseball's decline in black participation has been well-documented. <SEP> this year, just 7.1% of players on opening-day rosters were black, according to a USA TODAY sports analysis.""",0
The Trump White House in review: Week 50,"""'his nuclear button is bigger and better than Kim Jong Un's,' he said. <SEP> he also took aim at former white house strategist Steve Bannon after the release of a bombshell book.""",0
23 Funniest Examples of That Multiple Choice Man/Woman Meme Taking Over Twitter,"'there is a new meme going around on twitter, that is becoming so popular even Kenny G is getting in on the action. <SEP> There are a million great spins on this, but here are some of our favorites.'",0
Twitter Is Changing Its Character Limit to 280 Characters - Here Are 26 Jokes About It,"'twitter is testing out a new feature — changing its character limit from 140 to 280 characters. <SEP> Every 280 character tweet will be a reply from a man to a woman and begin with the word ""Actually"".'",0
"Is the Accused Charlottesville Killer an Anti-Trump Leftist Supported by Clinton, Soros?","'a neo-nazi rammed a car into a crowd of white supremacists at a rally in virginia on saturday. <SEP> the driver of the car, 20-year-old James Alex Fields Jr., is a known ""radical leftist"" and a supporter of democrats. <SEP> he is also a member of antifa, a group funded by president obama.'",1
Did 'Antifa' Stab a Vermont Man for Not Condemning a Nazi?,"""a group of anti-fascists attacked and stabbed a man outside his home in Vermont for not condemning a local white nationalist. <SEP> 'i don't agree with his actions but he has stuck up for me and other marginalized people when nobody else would,' he said.""",0
Did a Texas Mosque Refuse to Help Hurricane Harvey Survivors?,"'a hoax story was published on 31 august 2017 about a mosque refusing to help people evacuating hurricane Harvey. <SEP> the imam of the mosque, aswat Turads, says that they absolutely cannot accept any non-Muslim people because it’s against their religion. <SEP> a photo of a lebanese cleric, Ahmad al-Assir, who was arrested by authorities in his country in august 2015.'",0
Did Colin Kaepernick Say He Would Stand for the National Anthem If Signed by an NFL Team?,"'in October 2017, a rumor spread that former quarterback Colin Kaepernick had said he would stand for the national anthem if he was signed by an NFL team. <SEP> According to CBS News, the player is actively looking for work, and is willing to abdicate his year-long protest against police brutality and racial injustice.'",0
Robert F. Kennedy Jr. Said That “Trump Could Be the Greatest President in History”?,"""in a 14 December 2016 interview with CNN's Don Lemon, Robert Kennedy, Jr. said that “Trump can be any kind of president he wants”. <SEP> he was speaking in general terms about his hope that Trump would become a great president.""",0
Is Trump Spending More Taxpayer Dollars on Personal Travel than Obama Did?,"""a conservative watchdog group has vowed to monitor the president's travel expenses as closely as they did president obama's. <SEP> preliminary indications are that the president’s past criticisms of. <SEP> presidents will come back to haunt him. <SEP> if the trend continues, american taxpayers can expect to be dinged for as much as $103,000 per year in golf cart rentals alone.""",0
Barack Obama Laughs With George Soros?,'a photograph purportedly showing former president Barack Obama being chummy with George Soros is frequently shared on social media by individuals peddling various (and unfounded) conspiracy theories about the billionaire investor. <SEP> the original photograph was taken at a campaign rally on 28 January 2008 at American university and showed then-candidate Barack Obama with Senator Ted Kennedy.',0
Police Arrest Mandalay Security Guard Jesus Compos As Second Shooter in Las Vegas Massacre?,"'hotel security guard Jesus Campos has been arrested accused of being an accomplice and second shooter in the 1 October 2017 mass shooting. <SEP> he was originally praised for his apparent heroics on October 1st, as he supposedly rushed to Paddock’s suite, was shot in the upper thigh through the door, and continued to help get people to safety despite his wounds.'",0
Racist Protesters Protected by Black Policeman?,"'a photograph of a black police officer protecting participants in a white supremacist protest in Charlottesville, Virginia, went viral on social media. <SEP> the image was taken at the 12 august 2017 white nationalist rally in the city. <SEP> it was not a picture of the officer, as was widely assumed (or stated) in social media posts. <SEP> police around the country called upon w/regularity to protect 1st Amend rights no matter how heinous they may find the speech.'",0
Donald Trump Signs Executive Order Cancelling Saturday Night Live?,"""'Saturday Night Live' has been banned by president obama. <SEP> he signed executive order 14838, which cancels the popular sketch comedy show. <SEP> any private or federally funded agency can now face fines of up to $250,000 and five years in federal prison.""",0
Did a 'Muslim Migrant' Beat Up a Dutch Boy on Crutches?,"'a video purportedly showing violent acts committed by Muslims was posted to a popular video portal in the Netherlands in may 2017. <SEP> As the video was reposted to other web sites, the unfounded claim that the perpetrator was a Muslim migrant followed it.'",0
Was the Security Guard at Mandalay Bay an 'Accomplice' to the Las Vegas Mass Shooter?,'a disreputable web site ran by notorious Internet troll Chuck C. Johnson reported that Jesus Campos was an accomplice in the shooting. <SEP> a senior ATF official said that he believes he was likely a second shooter.',0
Are you ready to live in a lawless nation under Donald Trump?,"'what has happened to our country, that we will nominate a man for president who has bullied, bad-mouthed and intimidated the public for decades? <SEP> Trump does not care about the Constitution and shows his ignorance about it every day. <SEP> he has incited violence and says if he wins he’ll put his Democratic opponent, Hillary Clinton, in jail.'",1
"Cowboys back to business as usual with anthem, per Dez Bryant","'the Dallas Cowboys will go back to their previous stance on the national anthem. <SEP> there will be no pre-anthem kneel for unity as they did last Monday against the Arizona Cardinals. <SEP> “you all know what that was, that was just a response to Trump and that’s all that that was,” receiver Dez Bryant said.'",0
More than 50 animals found tethered to trees in Florida county as Irma approaches,"'animal control officers have rescued 49 dogs and two cats in the last 48 hours. <SEP> ""we will find you, and we will prosecute you,"" state attorney says.'",0
Hurricane Irma: Blood donations needed to help victims in Florida,"'oneBlood, a Florida based blood center, resumed blood collections on Tuesday. <SEP> there is an urgent need for platelet donors and people with O negative blood.'",0
Hurricane Irma: Polk County Sheriff Grady Judd threatens to arrest fugitives at shelters,"""people with warrants in one Florida county might want to think twice about heading to a shelter for hurricane Irma. <SEP> deputies will be checking id at the county's shelters, and anyone with a warrant will be arrested and taken to the Polk County Jail. <SEP> sex offenders and predators would not be admitted to the shelters.""",0
Police Force Actually Used That 'Man Looking at Woman' Meme to Encourage Safe Driving,"'police departments will literally do anything to get us to stop killing each other on the road, even succumbing to meme culture. <SEP> the NSW Police Force is Australia’s oldest and largest police organization, and serves a population of seven million citizens in new south wales.'",0
Facebook sets up crisis response page after Las Vegas shooting,"'more than 50 people died in the shooting and at least 400 people have been injured. <SEP> the suspect has been identified as local man Stephen Paddock, 64. police believe paddock killed himself before law enforcement entered the room.'",0
Sixteenth consecutive month of record global warmth,"'this is the 16th consecutive month that a new, record high global temperature average has been set. <SEP> This is the warmest august on record for global land/ocean surface combined, according to NOAA.'",0
Philippines storm: 'never experienced a flood like it','tropical storm that hit the southern Philippines on friday and Saturday has left at least 200 people dead and many homeless. <SEP> The island of Mindanao was the worst hit.',0
Horrified by Trump? Just think where we’d be with Hillary | The Tribune,"'the writer goes on to say that as horrible as Trump is, it could be worse. <SEP> That is also true, especially if Hillary had been elected. <SEP> on Hillary’s website one can open tabs on ethnic, religious and sexual minorities all related to the nature of diversity, power and oppression. <SEP> unlike Trump’s, there’s not one mention of her vision of a true american community.'",1
FBI’s new Clinton investigation could upend presidential race,"' At a minimum, it could have a nominal effect on an electorate that already had doubts about her honesty. <SEP> \'this is definitely going to influence me,\' said a democrat from Princeton, north carolina. <SEP> ""it’s going to be salacious for the next 10 days unless there’s some bombshell out there,"" a republican strategist said.'",0
"If you get a call from a woman screaming for help, hang up, FBI says","'more than 80 people have fallen victim to the new tactics in California, Minnesota, Idaho and Texas. <SEP> a federal grand jury charged a 34-year-old woman in July with 10 counts, including wire fraud and money laundering, for her involvement in the scam.'",0
Woman charged with running illegal slot machines in Bradenton | Bradenton Herald,"' Phalla colman, 54, was arrested on tuesday and charged with operating an illegal gambling establishment. <SEP> detectives began investigating her business several weeks ago after she was suspected of running an illegal internet café. <SEP> they seized 111 computer monitors, 79 computer towers and $3,415 in currency.'",0
Amendment 1 constitutionally guarantees your Florida solar rights,"'florida voters have a historic opportunity to advance solar power in the Sunshine State. <SEP> amendment 1 protects consumers from scams, rip-offs, overcharging and unfair subsidies. <SEP> the current published price for one of the leading companies, Solar City, is nearly 50% higher than what average Floridians pay for electricity.'",0
Philly cheesesteak joint started by Italian immigrants removes iconic ‘This is America – Speak English’ sign,"""'This is America, When Ordering Speak English' sign was posted to the walk-up window at 'Geno's' in southphilly in 1966. the sign was removed after the death of 71-year-old Joey Vento. <SEP> Geno's Steaks says it's time to move on.""",0
Google search terms ‘Trump women’ vs. ‘Wikileaks’ show which one America REALLY cares about,"""'wikileaks' dwarfs the term 'trump women' according to an info graphic shown on 'fox &amp;amp; friends' but the network news coverage does not reflect the interest. <SEP> by contrast, ABC spent a paltry one minute on Clinton’s wikileaks scandal while NBC did 5 minutes and CBS did 3 minutes on the topic.""",1
Biden does it in front of us! ‘Outraged’ Dems won’t talk about creepy Joe’s inappropriate touching,"'#WomenWhoVoteTrump wonder why Joe Biden gets a pass on “inapropriate touching.” Yikes!If this was Trump, imagine the MSM headlines.'",1
Lawmaker introduces legislation to castrate certain sex offenders,"'a bill would require certain sex offenders to be permanently and physically castrated prior to being released from prison. <SEP> the measure targets predators of young children. <SEP> a foster parent advocacy group relayed a ""horrible"" story of abuse.'",0
Why this Trump row is different,"""john avlon: the day after a tape emerged in which he suggested he could have any woman he wants, he's in a whole ocean of hot political water. <SEP> he says there is something particularly sexist, i'd say abusive, about this recording. <SEP> in the tape he then goes on to attack both Clintons' records.""",1
California dreaming... of secession,"' California has the largest immigrant population in the union, approximately 10 million in total, a quarter of those undocumented.'",0
Kareem Abdul-Jabbar: Colin Kaepernick Is A Hero Muhammad Ali Would Be Proud Of,'john avlon: i have never been prouder to be an american. <SEP> he says he is a hero for standing up for the rights of blacks and defending their rights. <SEP> the award was created to honor athletes whose career in athletics has impacted the world.',1
Hillary's campaign and Bill's women,"""a new article in the new york times outlines the role of a woman in the political handling of her husband's sexual affairs. <SEP> it is damning, and for Clinton's supporters it must make unpleasant reading. <SEP> Anyone with an iota of empathy, of course, sympathises with what Hillary Clinton went through during the lewinsky scandal.""",1
Imagine if the Austin bomber was a Mexican or Muslim' Twitter users point out double standards after terror attacks,"'the suspect in a series of deadly parcel bombs targeting Austin, Texas, is dead. <SEP> he was killed after detonating a device when officers approached his car. <SEP> four bomb attacks took place in Austin, the state capital, and one in Schertz. <SEP> the bombings killed two people and left the Texas capital terrorised with fear for 19 days.'",0
GOP DOUBLE-CROSSING TRAITORS,"""john avlon: if a majority in both houses of congress can't block amnesty, there's no reason to vote Republican. <SEP> he says it's like losing a popularity contest to Ted Bundy. <SEP> the media aren't reporting on the government shutdown, he writes.""",1
Hillary Protests Too Much,"'former presidents clinton and obama should not get a pass on\'serious\' rape allegations. <SEP> a legal analyst says he doesn\'t think a woman who advocates for women should be punished. <SEP> ""it\'s not about infidelities, indiscretions, girlfriends, sex, interns,"" one woman says.'",1
I Have a Dream,"'john avlon: i have a dream that one day all of God\'s children will be able to sing ""free at last!"" <SEP> he says we must not allow our creative protests to degenerate into physical violence. <SEP> he asks: ""when will you be satisfied?'",0
Trump Destroyed Bill And Hillary Clinton With One Tweet,"' During Trump’s speech, he declared Kim Jong Un – whom he labeled as “Rocket Man” – was on a suicide mission by continuing to develop nuclear weapons. <SEP> sEP> Hillary Clinton appeared at one of her safe spaces – Stephen Colbert’s late night comedy show – and attacked the speech as “dark” and “dangerous”.'",1
Judge Responds To Man's Request For Sharia Law,"' Nadir Ibrahim Ombabi, a Minnesota taxi driver, was killed in a car accident. <SEP> a wrongful death suit was filed, in which his estate was rewarded $183,000 to go to his wife. <SEP> his brother disputed the ruling on the grounds that the money should be distributed to his family in accordance with Sharia law.'",0
SMS free to your friends and family in Europe.,' Send Free SMS to aland islands aland Islands Send Free Text Message to Aland Islands. <SEP> Albania send free text message to albania send free SMS to andorra. <SEP> sEP> Check out the countries available in our list and have fun.',0
Trump calls for prosecution of Democrats after reports of impending indictments in Russia probe: 'DO SOMETHING',"' Trump said the investigation into whether his campaign colluded with the Kremlin is ""phony,"" ""bad for our country,"" a ""witch hunt,"" and ""evil politics"" he added the news that Hillary Clinton’s campaign and the democratic national committee paid for the unverified dossier alleging scandalous behavior by Trump has united Republicans.'",0
Trump accuses former Clinton aide of failing to follow security protocols,""" On friday, the state department released about 3,000 of abedin’s work-related emails. <SEP> the emails were found on the laptop of Abedin's now estranged husband, Anthony Weiner, and were released as part of a public records request. <SEP> a sailor who was jailed for taking pictures inside a military submarine had hoped to receive a pardon from the president, but has not.""",0
"Trump to undo Obama order, allow local police to have additional military-like items",'the program had been sharply curtailed by the Obama administration amid an outcry over police use of armored vehicles and other war-fighting gear to confront protesters. <SEP> documents obtained by the Associated Press indicate president Donald Trump plans to sign an executive order undoing an Obama-era directive.',0
Kids tell Jimmy Kimmel how they feel about President-elect Trump,"'some kids aren\'t big enough to ride Splash Mountain. <SEP> one kid thinks he\'s going to be ""HUUUUGE!'",0
